en,zh_correct,zh_translate_tool1,zh_status_tool1,pinyin_trans_tool1,pinyin_meaning_tool1,g2pc_pos_tool1,g2pc_tones_tool1,g2pc_meaning_tool1,g2pm_tone_tool1
wazir,,瓦兹尔,,"['wa3', 'zi1', 'er3']",,nr,"['wa3', 'zi1', 'er3']","['roof tile', 'now', 'thus']","['wa3', 'zi1', 'er3']"
wisaal,,智慧,,"['zhi4', 'hui4']","['wisdom', 'knowledge', 'intelligent', 'intelligence']",n,['zhi4 hui4'],['wisdom'],"['zhi4', 'hui4']"
wisal,,明智的,,"['ming2', 'zhi4', 'de5']",,u,"['ming2 zhi4', 'de5']","['sensible', 'of']","['ming2', 'zhi4', 'de5']"
wisam,,威斯坦,,"['wei1', 'si1', 'tan3']",,nr,"['wei1', 'si1', 'tan3']","['power', 'Slovakia', 'flat']","['wei1', 'si1', 'tan3']"
wiyyam,,Wiyyam,,"['W', 'i', 'y', 'y', 'a', 'm']",,nr,"['W', 'i', 'y', 'y', 'a', 'm']","[None, None, None, None, None, None]",['Wiyyam']
xenres,,Xenres,,"['X', 'e', 'n', 'r', 'e', 's']",,nr,"['X', 'e', 'n', 'r', 'e', 's']","[None, None, None, None, None, None]",['Xenres']
xerxes,,Xerxes,,"['X', 'e', 'r', 'x', 'e', 's']",,nr,"['X', 'e', 'r', 'x', 'e', 's']","[None, None, None, None, None, None]",['Xerxes']
yaameen,,Yaameen,,"['Y', 'a', 'a', 'm', 'e', 'e', 'n']",,nr,"['Y', 'a', 'a', 'm', 'e', 'e', 'n']","[None, None, None, None, None, None, None]",['Yaameen']
yaasameen,,Yaasameen,,"['Y', 'a', 'a', 's', 'a', 'm', 'e', 'e', 'n']",,nr,"['Y', 'a', 'a', 's', 'a', 'm', 'e', 'e', 'n']","[None, None, None, None, None, None, None, None, None]",['Yaasameen']
yaaseen,,Yaaseen,,"['Y', 'a', 'a', 's', 'e', 'e', 'n']",,nr,"['Y', 'a', 'a', 's', 'e', 'e', 'n']","[None, None, None, None, None, None, None]",['Yaaseen']
yafi,,yafi,,"['y', 'a', 'f', 'i']",,nr,"['y', 'a', 'f', 'i']","[None, None, None, None]",['yafi']
yafiah,,yafiah,,"['y', 'a', 'f', 'i', 'a', 'h']",,nr,"['y', 'a', 'f', 'i', 'a', 'h']","[None, None, None, None, None, None]",['yafiah']
yaghnam,,Yaghnam,,"['Y', 'a', 'g', 'h', 'n', 'a', 'm']",,nr,"['Y', 'a', 'g', 'h', 'n', 'a', 'm']","[None, None, None, None, None, None, None]",['Yaghnam']
yahya,,Yahya,,"['Y', 'a', 'h', 'y', 'a']",,nr,"['Y', 'a', 'h', 'y', 'a']","[None, None, None, None, None]",['Yahya']
yahyaa,,Yahyaa,,"['Y', 'a', 'h', 'y', 'a', 'a']",,nr,"['Y', 'a', 'h', 'y', 'a', 'a']","[None, None, None, None, None, None]",['Yahyaa']
yakootah,,Yakootah,,"['Y', 'a', 'k', 'o', 'o', 't', 'a', 'h']",,nr,"['Y', 'a', 'k', 'o', 'o', 't', 'a', 'h']","[None, None, None, None, None, None, None, None]",['Yakootah']
yalina,,Yalina,,"['Y', 'a', 'l', 'i', 'n', 'a']",,nr,"['Y', 'a', 'l', 'i', 'n', 'a']","[None, None, None, None, None, None]",['Yalina']
yalqoot,,yalqoot,,"['y', 'a', 'l', 'q', 'o', 'o', 't']",,nr,"['y', 'a', 'l', 'q', 'o', 'o', 't']","[None, None, None, None, None, None, None]",['yalqoot']
wasilah,,瓦西,,"['wa3', 'xi1']",,nr,"['wa3', 'xi1']","['roof tile', 'the West']","['wa3', 'xi1']"
wasifah,,瓦西法,,"['wa3', 'xi1', 'fa3']",,n,"['wa3', 'xi1', 'fa3']","['roof tile', 'the West', 'France']","['wa3', 'xi1', 'fa3']"
yameen,,Yameen,,"['Y', 'a', 'm', 'e', 'e', 'n']",,nr,"['Y', 'a', 'm', 'e', 'e', 'n']","[None, None, None, None, None, None]",['Yameen']
wasif,,wasif,,"['w', 'a', 's', 'i', 'f']",,nr,"['w', 'a', 's', 'i', 'f']","[None, None, None, None, None]",['wasif']
waiz,,韦兹,,"['wei2', 'zi1']",,nr,"['wei2', 'zi1']","['surname Wei', 'now']","['wei2', 'zi1']"
wajaahat,,wajaahat,,"['w', 'a', 'j', 'a', 'a', 'h', 'a', 't']",,nr,"['w', 'a', 'j', 'a', 'a', 'h', 'a', 't']","[None, None, None, None, None, None, None, None]",['wajaahat']
wajdaan,,wajdaan,,"['w', 'a', 'j', 'd', 'a', 'a', 'n']",,nr,"['w', 'a', 'j', 'd', 'a', 'a', 'n']","[None, None, None, None, None, None, None]",['wajdaan']
wajeeha,,wajeeha,,"['w', 'a', 'j', 'e', 'e', 'h', 'a']",,nr,"['w', 'a', 'j', 'e', 'e', 'h', 'a']","[None, None, None, None, None, None, None]",['wajeeha']
wajid,,wajid,,"['w', 'a', 'j', 'i', 'd']",,nr,"['w', 'a', 'j', 'i', 'd']","[None, None, None, None, None]",['wajid']
wajih,,wajih,,"['w', 'a', 'j', 'i', 'h']",,nr,"['w', 'a', 'j', 'i', 'h']","[None, None, None, None, None]",['wajih']
wajihah,,wajihah,,"['w', 'a', 'j', 'i', 'h', 'a', 'h']",,nr,"['w', 'a', 'j', 'i', 'h', 'a', 'h']","[None, None, None, None, None, None, None]",['wajihah']
wakalat,,瓦卡拉特,,"['wa3', 'qia3', 'la1', 'te4']",,nr,"['wa3', 'qia3', 'la1', 'te4']","['roof tile', 'to block', 'to pull', 'special']","['wa3', 'ka3', 'la1', 'te4']"
wakeelah,,威克拉,,"['wei1', 'ke4', 'la1']",,nr,"['wei1', 'ke4', 'la1']","['power', 'to be able to', 'to pull']","['wei1', 'ke4', 'la1']"
walee,,Walee,,"['W', 'a', 'l', 'e', 'e']",,nr,"['W', 'a', 'l', 'e', 'e']","[None, None, None, None, None]",['Walee']
wali,,瓦利,,"['wa3', 'li4']",['Váli (son of Odin)'],nr,['wa3 li4'],['Váli (son of Odin)'],"['wa3', 'li4']"
walid,,瓦利德,,"['wa3', 'li4', 'de2']",,nr,"['wa3', 'li4', 'de2']","['roof tile', 'surname Li', 'Germany']","['wa3', 'li4', 'de2']"
walihah,,瓦利哈,,"['wa3', 'li4', 'ha1']",,nr,"['wa3', 'li4', 'ha1']","['roof tile', 'surname Li', '(interj.) ha!']","['wa3', 'li4', 'ha1']"
waliyudeen,,Waliyudeen,,"['W', 'a', 'l', 'i', 'y', 'u', 'd', 'e', 'e', 'n']",,nr,"['W', 'a', 'l', 'i', 'y', 'u', 'd', 'e', 'e', 'n']","[None, None, None, None, None, None, None, None, None, None]",['Waliyudeen']
waliyullah,,Waliyullah,,"['W', 'a', 'l', 'i', 'y', 'u', 'l', 'l', 'a', 'h']",,nr,"['W', 'a', 'l', 'i', 'y', 'u', 'l', 'l', 'a', 'h']","[None, None, None, None, None, None, None, None, None, None]",['Waliyullah']
wania,,瓦尼亚,,"['wa3', 'ni2', 'ya4']",,nr,"['wa3', 'ni2', 'ya4']","['roof tile', 'Buddhist nun', 'Asia']","['wa3', 'ni2', 'ya4']"
waniya,,Waniya,,"['W', 'a', 'n', 'i', 'y', 'a']",,nr,"['W', 'a', 'n', 'i', 'y', 'a']","[None, None, None, None, None, None]",['Waniya']
waqar,,瓦卡,,"['wa3', 'qia3']",,nr,"['wa3', 'qia3']","['roof tile', 'to block']","['wa3', 'ka3']"
waqas,,瓦卡斯,,"['wa3', 'qia3', 'si1']",,nr,"['wa3', 'qia3', 'si1']","['roof tile', 'to block', 'Slovakia']","['wa3', 'ka3', 'si1']"
wareesha,,Wareesha,,"['W', 'a', 'r', 'e', 'e', 's', 'h', 'a']",,nr,"['W', 'a', 'r', 'e', 'e', 's', 'h', 'a']","[None, None, None, None, None, None, None, None]",['Wareesha']
warizah,,沃扎,,"['wo4', 'zha1']",,nr,"['wo4', 'zha1']","['fertile', 'to prick']","['wo4', 'zha1']"
warsan,,华人,,"['hua2', 'ren2']",['ethnic Chinese person or people'],n,['hua2 ren2'],['ethnic Chinese person or people'],"['hua2', 'ren2']"
wasay,,哇,,['wa1'],"['replaces 啊[a5] when following the vowel ""u"" or ""ao""']",nr,['wa1'],['Wow!'],['wa1']
waseefah,,Waseefah,,"['W', 'a', 's', 'e', 'e', 'f', 'a', 'h']",,nr,"['W', 'a', 's', 'e', 'e', 'f', 'a', 'h']","[None, None, None, None, None, None, None, None]",['Waseefah']
washma,,沃洗,,"['wo4', 'xi3']",,nr,"['wo4', 'xi3']","['fertile', 'to wash']","['wo4', 'xi3']"
yamamah,,雅马,,"['ya3', 'ma3']",,nr,"['ya3', 'ma3']","['elegant', 'surname Ma']","['ya3', 'ma3']"
yamina,,Yamina,,"['Y', 'a', 'm', 'i', 'n', 'a']",,nr,"['Y', 'a', 'm', 'i', 'n', 'a']","[None, None, None, None, None, None]",['Yamina']
zaib,,Zaib,,"['Z', 'a', 'i', 'b']",,nr,"['Z', 'a', 'i', 'b']","[None, None, None, None]",['Zaib']
yusur,,Yusur,,"['Y', 'u', 's', 'u', 'r']",,nr,"['Y', 'u', 's', 'u', 'r']","[None, None, None, None, None]",['Yusur']
zaafir,,Zaafir,,"['Z', 'a', 'a', 'f', 'i', 'r']",,nr,"['Z', 'a', 'a', 'f', 'i', 'r']","[None, None, None, None, None, None]",['Zaafir']
zaafira,,Zaafira,,"['Z', 'a', 'a', 'f', 'i', 'r', 'a']",,nr,"['Z', 'a', 'a', 'f', 'i', 'r', 'a']","[None, None, None, None, None, None, None]",['Zaafira']
zaahidah,,Zaahidah,,"['Z', 'a', 'a', 'h', 'i', 'd', 'a', 'h']",,nr,"['Z', 'a', 'a', 'h', 'i', 'd', 'a', 'h']","[None, None, None, None, None, None, None, None]",['Zaahidah']
zaakir,,Zaakir,,"['Z', 'a', 'a', 'k', 'i', 'r']",,nr,"['Z', 'a', 'a', 'k', 'i', 'r']","[None, None, None, None, None, None]",['Zaakir']
zaakirah,,Zaakirah,,"['Z', 'a', 'a', 'k', 'i', 'r', 'a', 'h']",,nr,"['Z', 'a', 'a', 'k', 'i', 'r', 'a', 'h']","[None, None, None, None, None, None, None, None]",['Zaakirah']
zaakiyah,,Zaakiyah,,"['Z', 'a', 'a', 'k', 'i', 'y', 'a', 'h']",,nr,"['Z', 'a', 'a', 'k', 'i', 'y', 'a', 'h']","[None, None, None, None, None, None, None, None]",['Zaakiyah']
zaara,,Zaara,,"['Z', 'a', 'a', 'r', 'a']",,nr,"['Z', 'a', 'a', 'r', 'a']","[None, None, None, None, None]",['Zaara']
zackariya,,Zackariya,,"['Z', 'a', 'c', 'k', 'a', 'r', 'i', 'y', 'a']",,nr,"['Z', 'a', 'c', 'k', 'a', 'r', 'i', 'y', 'a']","[None, None, None, None, None, None, None, None, None]",['Zackariya']
zaeem,,Zaeem,,"['Z', 'a', 'e', 'e', 'm']",,nr,"['Z', 'a', 'e', 'e', 'm']","[None, None, None, None, None]",['Zaeem']
zaeemah,,Zaeemah,,"['Z', 'a', 'e', 'e', 'm', 'a', 'h']",,nr,"['Z', 'a', 'e', 'e', 'm', 'a', 'h']","[None, None, None, None, None, None, None]",['Zaeemah']
zafeer,,Zafeer,,"['Z', 'a', 'f', 'e', 'e', 'r']",,nr,"['Z', 'a', 'f', 'e', 'e', 'r']","[None, None, None, None, None, None]",['Zafeer']
zafeerah,,Zafeerah,,"['Z', 'a', 'f', 'e', 'e', 'r', 'a', 'h']",,nr,"['Z', 'a', 'f', 'e', 'e', 'r', 'a', 'h']","[None, None, None, None, None, None, None, None]",['Zafeerah']
zafir,,扎菲尔,,"['zha1', 'fei1', 'er3']",,nr,"['za1', 'fei1', 'er3']","['to tie', 'luxuriant (plant growth)', 'thus']","['zha1', 'fei1', 'er3']"
zafirah,,扎菲拉,,"['zha1', 'fei1', 'la1']",,nr,"['zha1', 'fei1', 'la1']","['to prick', 'luxuriant (plant growth)', 'to pull']","['zha1', 'fei1', 'la1']"
zafreen,,Zafreen,,"['Z', 'a', 'f', 'r', 'e', 'e', 'n']",,nr,"['Z', 'a', 'f', 'r', 'e', 'e', 'n']","[None, None, None, None, None, None, None]",['Zafreen']
zafrul,,Zafrul,,"['Z', 'a', 'f', 'r', 'u', 'l']",,nr,"['Z', 'a', 'f', 'r', 'u', 'l']","[None, None, None, None, None, None]",['Zafrul']
zahabiya,,Zahabiya,,"['Z', 'a', 'h', 'a', 'b', 'i', 'y', 'a']",,nr,"['Z', 'a', 'h', 'a', 'b', 'i', 'y', 'a']","[None, None, None, None, None, None, None, None]",['Zahabiya']
zahara,,Zahara,,"['Z', 'a', 'h', 'a', 'r', 'a']",,nr,"['Z', 'a', 'h', 'a', 'r', 'a']","[None, None, None, None, None, None]",['Zahara']
zaheen,,Zaheen,,"['Z', 'a', 'h', 'e', 'e', 'n']",,nr,"['Z', 'a', 'h', 'e', 'e', 'n']","[None, None, None, None, None, None]",['Zaheen']
zahi,,扎希,,"['zha1', 'xi1']",,nr,"['za1', 'xi1']","['to tie', 'to hope']","['zha1', 'xi1']"
zahidah,,Zahidah,,"['Z', 'a', 'h', 'i', 'd', 'a', 'h']",,nr,"['Z', 'a', 'h', 'i', 'd', 'a', 'h']","[None, None, None, None, None, None, None]",['Zahidah']
zahir,,扎希尔,,"['zha1', 'xi1', 'er3']",,nr,"['za1', 'xi1', 'er3']","['to tie', 'to hope', 'thus']","['zha1', 'xi1', 'er3']"
zahira,,Zahira,,"['Z', 'a', 'h', 'i', 'r', 'a']",,nr,"['Z', 'a', 'h', 'i', 'r', 'a']","[None, None, None, None, None, None]",['Zahira']
zahirah,,Zahirah,,"['Z', 'a', 'h', 'i', 'r', 'a', 'h']",,nr,"['Z', 'a', 'h', 'i', 'r', 'a', 'h']","[None, None, None, None, None, None, None]",['Zahirah']
zahra,,Zahra,,"['Z', 'a', 'h', 'r', 'a']",,nr,"['Z', 'a', 'h', 'r', 'a']","[None, None, None, None, None]",['Zahra']
za'nyah,,Za'nyah,,"['Z', 'a', ""'"", 'n', 'y', 'a', 'h']",,nr,"['Z', 'a', ""'"", 'n', 'y', 'a', 'h']","[None, None, None, None, None, None, None]","[""Za'nyah""]"
yusuf,,优素福,,"['you1', 'su4', 'fu2']",,nr,"['you1', 'su4', 'fu2']","['excellent', 'raw silk', 'surname Fu']","['you1', 'su4', 'fu2']"
yaminah,,Yaminah,,"['Y', 'a', 'm', 'i', 'n', 'a', 'h']",,nr,"['Y', 'a', 'm', 'i', 'n', 'a', 'h']","[None, None, None, None, None, None, None]",['Yaminah']
yusra,,尤斯拉,,"['you2', 'si1', 'la1']",,nr,"['you2', 'si1', 'la1']","['surname You', 'Slovakia', 'to pull']","['you2', 'si1', 'la1']"
yaqeen,,yaqeen,,"['y', 'a', 'q', 'e', 'e', 'n']",,nr,"['y', 'a', 'q', 'e', 'e', 'n']","[None, None, None, None, None, None]",['yaqeen']
yaqoot,,yaqoot,,"['y', 'a', 'q', 'o', 'o', 't']",,nr,"['y', 'a', 'q', 'o', 'o', 't']","[None, None, None, None, None, None]",['yaqoot']
yaqub,,Yaqub,,"['Y', 'a', 'q', 'u', 'b']",,nr,"['Y', 'a', 'q', 'u', 'b']","[None, None, None, None, None]",['Yaqub']
yar,,YAR,,"['Y', 'A', 'R']",,nr,"['Y', 'a', 'R']","[None, '(slang) (Tw) to steal', None]",['YaR']
yara,,Yara,,"['Y', 'a', 'r', 'a']",,nr,"['Y', 'a', 'r', 'a']","[None, None, None, None]",['Yara']
yasaar,,Yasaar,,"['Y', 'a', 's', 'a', 'a', 'r']",,nr,"['Y', 'a', 's', 'a', 'a', 'r']","[None, None, None, None, None, None]",['Yasaar']
yaseen,,Yaseen,,"['Y', 'a', 's', 'e', 'e', 'n']",,nr,"['Y', 'a', 's', 'e', 'e', 'n']","[None, None, None, None, None, None]",['Yaseen']
yashal,,Yashal,,"['Y', 'a', 's', 'h', 'a', 'l']",,nr,"['Y', 'a', 's', 'h', 'a', 'l']","[None, None, None, None, None, None]",['Yashal']
yasin,,Yasin,,"['Y', 'a', 's', 'i', 'n']",,nr,"['Y', 'a', 's', 'i', 'n']","[None, None, None, None, None]",['Yasin']
yasirah,,Yasirah,,"['Y', 'a', 's', 'i', 'r', 'a', 'h']",,nr,"['Y', 'a', 's', 'i', 'r', 'a', 'h']","[None, None, None, None, None, None, None]",['Yasirah']
yasmeen,,Yasmeen,,"['Y', 'a', 's', 'm', 'e', 'e', 'n']",,nr,"['Y', 'a', 's', 'm', 'e', 'e', 'n']","[None, None, None, None, None, None, None]",['Yasmeen']
yasmeenah,,Yasmeenah,,"['Y', 'a', 's', 'm', 'e', 'e', 'n', 'a', 'h']",,nr,"['Y', 'a', 's', 'm', 'e', 'e', 'n', 'a', 'h']","[None, None, None, None, None, None, None, None, None]",['Yasmeenah']
yasmin,,Yasmin,,"['Y', 'a', 's', 'm', 'i', 'n']",,nr,"['Y', 'a', 's', 'm', 'i', 'n']","[None, None, None, None, None, None]",['Yasmin']
yasmina,,Yasmina,,"['Y', 'a', 's', 'm', 'i', 'n', 'a']",,nr,"['Y', 'a', 's', 'm', 'i', 'n', 'a']","[None, None, None, None, None, None, None]",['Yasmina']
yassaman,,Yassaman,,"['Y', 'a', 's', 's', 'a', 'm', 'a', 'n']",,nr,"['Y', 'a', 's', 's', 'a', 'm', 'a', 'n']","[None, None, None, None, None, None, None, None]",['Yassaman']
yathrib,,Yathrib,,"['Y', 'a', 't', 'h', 'r', 'i', 'b']",,nr,"['Y', 'a', 't', 'h', 'r', 'i', 'b']","[None, None, None, None, None, None, None]",['Yathrib']
yawar,,Yawar,,"['Y', 'a', 'w', 'a', 'r']",,nr,"['Y', 'a', 'w', 'a', 'r']","[None, None, None, None, None]",['Yawar']
yawer,,yawer,,"['y', 'a', 'w', 'e', 'r']",,nr,"['y', 'a', 'w', 'e', 'r']","[None, None, None, None, None]",['yawer']
yelda,,Yelda,,"['Y', 'e', 'l', 'd', 'a']",,nr,"['Y', 'e', 'l', 'd', 'a']","[None, None, None, None, None]",['Yelda']
yuhannis,,Yuhannis,,"['Y', 'u', 'h', 'a', 'n', 'n', 'i', 's']",,nr,"['Y', 'u', 'h', 'a', 'n', 'n', 'i', 's']","[None, None, None, None, None, None, None, None]",['Yuhannis']
yumn,,y,,['y'],,nr,['y'],[None],['y']
yumna,,Yumna,,"['Y', 'u', 'm', 'n', 'a']",,nr,"['Y', 'u', 'm', 'n', 'a']","[None, None, None, None, None]",['Yumna']
yunus,,尤努斯,,"['you2', 'nu3', 'si1']",,nr,"['you2', 'nu3', 'si1']","['surname You', 'to exert', 'Slovakia']","['you2', 'nu3', 'si1']"
yusayrah,,Yusayrah,,"['Y', 'u', 's', 'a', 'y', 'r', 'a', 'h']",,nr,"['Y', 'u', 's', 'a', 'y', 'r', 'a', 'h']","[None, None, None, None, None, None, None, None]",['Yusayrah']
yusr,,Yusr,,"['Y', 'u', 's', 'r']",,nr,"['Y', 'u', 's', 'r']","[None, None, None, None]",['Yusr']
sumaiyaa,,Sumaiyaa,,"['S', 'u', 'm', 'a', 'i', 'y', 'a', 'a']",,nr,"['S', 'u', 'm', 'a', 'i', 'y', 'a', 'a']","[None, None, None, None, None, None, None, None]",['Sumaiyaa']
sumaira,,Sumaira,,"['S', 'u', 'm', 'a', 'i', 'r', 'a']",,nr,"['S', 'u', 'm', 'a', 'i', 'r', 'a']","[None, None, None, None, None, None, None]",['Sumaira']
sabur,,萨布尔,,"['sa4', 'bu4', 'er3']",,nr,"['sa4', 'bu4', 'er3']","['Bodhisattva', 'to announce', 'thus']","['sa4', 'bu4', 'er3']"
sarra,,萨拉,,"['sa4', 'la1']",,nr,"['sa4', 'la1']","['Bodhisattva', 'to pull']","['sa4', 'la1']"
sarwar,,萨尔瓦,,"['sa4', 'er3', 'wa3']",,nr,"['sa4', 'er3', 'wa3']","['Bodhisattva', 'thus', 'roof tile']","['sa4', 'er3', 'wa3']"
sarwari,,萨尔瓦里,,"['sa4', 'er3', 'wa3', 'li3']",,nr,"['sa4', 'er3', 'wa3', 'li3']","['Bodhisattva', 'thus', 'roof tile', 'lining']","['sa4', 'er3', 'wa3', 'li3']"
sarwat,,Sarwat,,"['S', 'a', 'r', 'w', 'a', 't']",,nr,"['S', 'a', 'r', 'w', 'a', 't']","[None, None, None, None, None, None]",['Sarwat']
sarwath,,萨瓦斯,,"['sa4', 'wa3', 'si1']",,nr,"['sa4', 'wa3', 'si1']","['Bodhisattva', 'roof tile', 'Slovakia']","['sa4', 'wa3', 'si1']"
sattaar,,萨塔尔,,"['sa4', 'ta3', 'er3']",,nr,"['sa4', 'ta3', 'er3']","['Bodhisattva', 'pagoda', 'thus']","['sa4', 'ta3', 'er3']"
saud,,沙特,,"['sha1', 'te4']","['Saudi', 'abbr. for Saudi Arabia']",ns,['sha1 te4'],['Saudi'],"['sha1', 'te4']"
saudah,,沙特,,"['sha1', 'te4']","['Saudi', 'abbr. for Saudi Arabia']",ns,['sha1 te4'],['Saudi'],"['sha1', 'te4']"
saulat,,索拉特,,"['suo3', 'la1', 'te4']",,nr,"['suo3', 'la1', 'te4']","['surname Suo', 'to pull', 'special']","['suo3', 'la1', 'te4']"
savaira,,萨维拉,,"['sa4', 'wei2', 'la1']",,nr,"['sa4', 'wei2', 'la1']","['Bodhisattva', 'surname Wei', 'to pull']","['sa4', 'wei2', 'la1']"
sawa,,萨瓦,,"['sa4', 'wa3']",,nr,"['sa4', 'wa3']","['Bodhisattva', 'roof tile']","['sa4', 'wa3']"
sawad,,索德,,"['suo3', 'de2']",,nr,"['suo3', 'de2']","['surname Suo', 'Germany']","['suo3', 'de2']"
sawda,,索达,,"['suo3', 'da2']",,nr,"['suo3', 'da2']","['surname Suo', 'surname Da']","['suo3', 'da2']"
sawdah,,索达,,"['suo3', 'da2']",,nr,"['suo3', 'da2']","['surname Suo', 'surname Da']","['suo3', 'da2']"
sawlat,,锯,,['ju4'],"['a saw', 'to cut with a saw']",nr,['ju4'],['a saw'],['ju4']
sawwaf,,索瓦夫,,"['suo3', 'wa3', 'fu1']",,nr,"['suo3', 'wa3', 'fu1']","['surname Suo', 'roof tile', 'husband']","['suo3', 'wa3', 'fu1']"
sayf,,赛夫,,"['sai4', 'fu1']",,nr,"['sai4', 'fu1']","['to compete', 'husband']","['sai4', 'fu1']"
sayf udeen,,说udeen,,"['shuo1', 'u', 'd', 'e', 'e', 'n']",,v,"['shuo1', 'u', 'd', 'e', 'e', 'n']","['to speak', None, None, None, None, None]","['shuo1', 'udeen']"
sayfiyy,,Sayfiyy,,"['S', 'a', 'y', 'f', 'i', 'y', 'y']",,nr,"['S', 'a', 'y', 'f', 'i', 'y', 'y']","[None, None, None, None, None, None, None]",['Sayfiyy']
sayhan,,赛汉,,"['sai4', 'han4']",,nr,"['sai4', 'han4']","['to compete', 'Han ethnic group']","['sai4', 'han4']"
sayyar,,赛雅尔,,"['sai4', 'ya3', 'er3']",,nr,"['sai4', 'ya3', 'er3']","['to compete', 'elegant', 'thus']","['sai4', 'ya3', 'er3']"
sayyidah,,赛耶达,,"['sai4', 'ye2', 'da2']",,nr,"['sai4', 'ye2', 'da2']","['to compete', 'interrogative particle (classical)', 'surname Da']","['sai4', 'ye1', 'da2']"
seema,,Seema,,"['S', 'e', 'e', 'm', 'a']",,nr,"['S', 'e', 'e', 'm', 'a']","[None, None, None, None, None]",['Seema']
seemeen,,样子,,"['yang2', 'zi3']","['appearance', 'manner', 'pattern', 'model']",n,['yang4 zi5'],['appearance'],"['yang4', 'zi3']"
seerat,,Seerat,,"['S', 'e', 'e', 'r', 'a', 't']",,nr,"['S', 'e', 'e', 'r', 'a', 't']","[None, None, None, None, None, None]",['Seerat']
seham,,塞汉姆,,"['sai1', 'han4', 'mu3']",,nr,"['sai1', 'han4', 'mu3']","['Serbia', 'Han ethnic group', 'woman who looks after small children']","['sai4', 'han4', 'mu3']"
sarrinah,,萨里纳,,"['sa4', 'li3', 'na4']",,nr,"['sa4', 'li3', 'na4']","['Bodhisattva', 'lining', 'surname Na']","['sa4', 'li3', 'na4']"
sarmad,,Sarmad,,"['S', 'a', 'r', 'm', 'a', 'd']",,nr,"['S', 'a', 'r', 'm', 'a', 'd']","[None, None, None, None, None, None]",['Sarmad']
sehr,,Sehr,,"['S', 'e', 'h', 'r']",,nr,"['S', 'e', 'h', 'r']","[None, None, None, None]",['Sehr']
sariyah,,萨里亚,,"['sa4', 'li3', 'ya4']",,nr,"['sa4', 'li3', 'ya4']","['Bodhisattva', 'lining', 'Asia']","['sa4', 'li3', 'ya4']"
samirah,,萨米拉,,"['sa4', 'mi3', 'la1']",,nr,"['sa4', 'mi3', 'la1']","['Bodhisattva', 'surname Mi', 'to pull']","['sa4', 'mi3', 'la1']"
samit,,萨米特,,"['sa4', 'mi3', 'te4']",,nr,"['sa4', 'mi3', 'te4']","['Bodhisattva', 'surname Mi', 'special']","['sa4', 'mi3', 'te4']"
samiun,,萨米恩,,"['sa4', 'mi3', 'en1']",,nr,"['sa4', 'mi3', 'en1']","['Bodhisattva', 'surname Mi', 'favor']","['sa4', 'mi3', 'en1']"
samiya,,萨米亚,,"['sa4', 'mi3', 'ya4']",,nr,"['sa4', 'mi3', 'ya4']","['Bodhisattva', 'surname Mi', 'Asia']","['sa4', 'mi3', 'ya4']"
samiyah,,萨米亚,,"['sa4', 'mi3', 'ya4']",,nr,"['sa4', 'mi3', 'ya4']","['Bodhisattva', 'surname Mi', 'Asia']","['sa4', 'mi3', 'ya4']"
sammar,,Sammar,,"['S', 'a', 'm', 'm', 'a', 'r']",,nr,"['S', 'a', 'm', 'm', 'a', 'r']","[None, None, None, None, None, None]",['Sammar']
samra,,萨姆拉,,"['sa4', 'mu3', 'la1']",,nr,"['sa4', 'mu3', 'la1']","['Bodhisattva', 'woman who looks after small children', 'to pull']","['sa4', 'mu3', 'la1']"
samrah,,萨姆拉,,"['sa4', 'mu3', 'la1']",,nr,"['sa4', 'mu3', 'la1']","['Bodhisattva', 'woman who looks after small children', 'to pull']","['sa4', 'mu3', 'la1']"
sanam,,萨南,,"['sa4', 'nan2']",,nr,"['sa4', 'nan2']","['Bodhisattva', 'surname Nan']","['sa4', 'nan2']"
sanari,,萨纳里,,"['sa4', 'na4', 'li3']",,f,"['sa4', 'na4', 'li3']","['Bodhisattva', 'surname Na', 'lining']","['sa4', 'na4', 'li3']"
sanaubar,,Sanaubar,,"['S', 'a', 'n', 'a', 'u', 'b', 'a', 'r']",,nr,"['S', 'a', 'n', 'a', 'u', 'b', 'a', 'r']","[None, None, None, None, None, None, None, None]",['Sanaubar']
sanaullah,,萨那拉,,"['sa4', 'na4', 'la1']",,nr,"['sa4', 'na4', 'la1']","['Bodhisattva', 'that', 'to pull']","['sa4', 'na4', 'la1']"
sanawbar,,Sanawbar,,"['S', 'a', 'n', 'a', 'w', 'b', 'a', 'r']",,nr,"['S', 'a', 'n', 'a', 'w', 'b', 'a', 'r']","[None, None, None, None, None, None, None, None]",['Sanawbar']
sanika,,Sanika,,"['S', 'a', 'n', 'i', 'k', 'a']",,nr,"['S', 'a', 'n', 'i', 'k', 'a']","[None, None, None, None, None, None]",['Sanika']
saniya,,Saniya,,"['S', 'a', 'n', 'i', 'y', 'a']",,nr,"['S', 'a', 'n', 'i', 'y', 'a']","[None, None, None, None, None, None]",['Saniya']
saniyah,,Saniyah,,"['S', 'a', 'n', 'i', 'y', 'a', 'h']",,nr,"['S', 'a', 'n', 'i', 'y', 'a', 'h']","[None, None, None, None, None, None, None]",['Saniyah']
saniyya,,Saniyya,,"['S', 'a', 'n', 'i', 'y', 'y', 'a']",,nr,"['S', 'a', 'n', 'i', 'y', 'y', 'a']","[None, None, None, None, None, None, None]",['Saniyya']
